item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
216036,complete,7/18/2016,UK_Namkino All In One 200 Gms,80,1,80,100150898,Soghaat,\N,0,ublcreditcard,7/18/2016,Net,80,2016,7,2016-7,Jul-16,FY17,279
216037,complete,7/18/2016,kcc_jazzy,99,1,99,100150899,Beauty & Grooming,\N,0,ublcreditcard,7/18/2016,Net,99,2016,7,2016-7,Jul-16,FY17,279
216038,complete,7/18/2016,Qmobile Noir X32,4850,1,4850,100150900,Mobiles & Tablets,\N,0,cod,7/18/2016,Net,"4,850",2016,7,2016-7,Jul-16,FY17,1448
216039,canceled,7/18/2016,rub_Rubian_Ultra-Slim Bluetooth Keyboard,1799,1,1799,100150901,Computing,\N,0,cod,7/18/2016,Gross,"1,799",2016,7,2016-7,Jul-16,FY17,1449
216040,canceled,7/18/2016,ashbroe_ABGW-130,580,1,1233,100150902,Men's Fashion,\N,0,cod,7/18/2016,Gross,580,2016,7,2016-7,Jul-16,FY17,603
216041,canceled,7/18/2016,ashbroe_ABGW-107(b),653,1,1233,100150902,Men's Fashion,\N,0,cod,7/18/2016,Gross,653,2016,7,2016-7,Jul-16,FY17,603
216042,complete,7/18/2016,infinix_Zero 3 X552 Gold,20890,1,20890,100150903,Mobiles & Tablets,\N,0,cod,7/18/2016,Net,"20,890",2016,7,2016-7,Jul-16,FY17,1450
216043,canceled,7/18/2016,kcc_krone deal,360,1,360,100150904,Beauty & Grooming,\N,0,ublcreditcard,7/18/2016,Gross,360,2016,7,2016-7,Jul-16,FY17,279
216044,order_refunded,7/19/2016,Ego_E02406-BK0-Black-MDM,4249,1,4249,100150905,Women's Fashion,\N,0,cod,7/19/2016,Valid,"4,249",2016,7,2016-7,Jul-16,FY17,1451
216046,refund,7/19/2016,Dany_Powerbank Pb-26,450,1,450,100150906,Mobiles & Tablets,R-Isb-58059,0,cod,7/19/2016,Valid,450,2016,7,2016-7,Jul-16,FY17,79
216047,canceled,7/19/2016,Al Muhafiz Sohan Halwa Cashew,570,1,570,100150907,Soghaat,\N,0,cod,7/19/2016,Gross,570,2016,7,2016-7,Jul-16,FY17,1452
216048,canceled,7/19/2016,RS_Kaju Barfi,425,1,425,100150908,Soghaat,\N,0,cod,7/19/2016,Gross,425,2016,7,2016-7,Jul-16,FY17,1452
216049,complete,7/19/2016,ashbroe_ABGW-130,580,1,733,100150909,Men's Fashion,\N,235.2,cod,7/19/2016,Net,580,2016,7,2016-7,Jul-16,FY17,1453
216050,complete,7/19/2016,ashbroe_ABGW-107(b),653,1,733,100150909,Men's Fashion,\N,264.8,cod,7/19/2016,Net,653,2016,7,2016-7,Jul-16,FY17,1453
216052,complete,7/19/2016,RUB_Kemei_KM-580 A,1499,1,1499,100150911,Beauty & Grooming,R - KHS - 104404,0,cod,7/19/2016,Net,"1,499",2016,7,2016-7,Jul-16,FY17,1454
216051,canceled,7/19/2016,Apple iPhone 6 (64GB) Silver,83999,1,83999,100150910,Mobiles & Tablets,\N,0,mygateway,7/19/2016,Gross,"83,999",2016,7,2016-7,Jul-16,FY17,1455
216053,canceled,7/19/2016,Apple iPhone 6 (64GB) Silver,83999,1,83999,100150912,Mobiles & Tablets,\N,0,mygateway,7/19/2016,Gross,"83,999",2016,7,2016-7,Jul-16,FY17,1455
216054,complete,7/19/2016,RS_Kaju Barfi,425,1,425,100150913,Soghaat,\N,0,cod,7/19/2016,Net,425,2016,7,2016-7,Jul-16,FY17,1317
216055,complete,7/19/2016,BB_KIDSHD_PIR,799,1,1369,100150914,Kids & Baby,\N,0,cod,7/19/2016,Net,799,2016,7,2016-7,Jul-16,FY17,1456
216056,complete,7/19/2016,RS_Nimcolia-5pack,395,1,1369,100150914,Soghaat,\N,0,cod,7/19/2016,Net,395,2016,7,2016-7,Jul-16,FY17,1456
216057,complete,7/19/2016,tram_TT25127110,175,1,1369,100150914,Home & Living,\N,0,cod,7/19/2016,Net,175,2016,7,2016-7,Jul-16,FY17,1456
216058,canceled,7/19/2016,RUB_Rubian_Selfie Stick,800,2,1600,100150915,Mobiles & Tablets,\N,0,cod,7/19/2016,Gross,"1,600",2016,7,2016-7,Jul-16,FY17,1457
216059,canceled,7/19/2016,iPhone SE-64GB,64499,1,64499,100150916,Mobiles & Tablets,\N,0,cod,7/19/2016,Gross,"64,499",2016,7,2016-7,Jul-16,FY17,1457
216060,canceled,7/19/2016,kcc_jasmine,120,1,384,100150917,Home & Living,\N,0,cod,7/19/2016,Gross,120,2016,7,2016-7,Jul-16,FY17,1458
216061,canceled,7/19/2016,kcc_sweethome,120,1,384,100150917,Home & Living,\N,0,cod,7/19/2016,Gross,120,2016,7,2016-7,Jul-16,FY17,1458
216062,canceled,7/19/2016,kkc_Rose King  Air Freshener,144,1,384,100150917,Home & Living,\N,0,cod,7/19/2016,Gross,144,2016,7,2016-7,Jul-16,FY17,1458
216063,order_refunded,7/19/2016,Promate_GLITZY_19,584,1,584,100150918,Mobiles & Tablets,\N,0,cod,7/19/2016,Valid,584,2016,7,2016-7,Jul-16,FY17,1459
216064,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,61,100150919,Beauty & Grooming,\N,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,1460
216065,complete,7/19/2016,kcc_glamour deal,320,1,61,100150919,Beauty & Grooming,\N,0,cod,7/19/2016,Net,320,2016,7,2016-7,Jul-16,FY17,1460
216066,canceled,7/19/2016,Samsung Galaxy A7 710F (2016),48000,1,48000,100150920,Mobiles & Tablets,\N,0,cod,7/19/2016,Gross,"48,000",2016,7,2016-7,Jul-16,FY17,1461
216067,complete,7/19/2016,Dany_Powerbank Pb-26,450,1,450,100150921,Mobiles & Tablets,\N,0,cod,7/19/2016,Net,450,2016,7,2016-7,Jul-16,FY17,36
216068,complete,7/19/2016,UK_ Namkino Daal Moong 200 Gms,90,1,655,100150922,Soghaat,\N,0,cod,7/19/2016,Net,90,2016,7,2016-7,Jul-16,FY17,1462
216069,complete,7/19/2016,UK_Namkino Mix Nimco 400 Gms,170,2,655,100150922,Soghaat,\N,0,cod,7/19/2016,Net,340,2016,7,2016-7,Jul-16,FY17,1462
216070,complete,7/19/2016,UK_Soan Papdi Original 250 Gms,150,1,655,100150922,Soghaat,\N,0,cod,7/19/2016,Net,150,2016,7,2016-7,Jul-16,FY17,1462
216071,complete,7/19/2016,UK_Tea Rusk Regular 220 Gms,75,1,655,100150922,Soghaat,\N,0,cod,7/19/2016,Net,75,2016,7,2016-7,Jul-16,FY17,1462
216072,canceled,7/19/2016,Xenium_TG-201653,300,1,600,100150923,Mobiles & Tablets,\N,0,cod,7/19/2016,Gross,300,2016,7,2016-7,Jul-16,FY17,1463
216073,canceled,7/19/2016,Xenium_JC-2016124,300,1,600,100150923,Mobiles & Tablets,\N,0,cod,7/19/2016,Gross,300,2016,7,2016-7,Jul-16,FY17,1463
216074,canceled,7/19/2016,ISN's 100% Whey Protein - Pack of 2,4500,1,4500,100150924,Health & Sports,\N,0,cod,7/19/2016,Gross,"4,500",2016,7,2016-7,Jul-16,FY17,1464
216075,canceled,7/19/2016,Samsung I9300I Galaxy S3 Neo,24999,1,24999,100150925,Mobiles & Tablets,\N,0,mygateway,7/19/2016,Gross,"24,999",2016,7,2016-7,Jul-16,FY17,1465
216076,complete,7/19/2016,UK_Namkino Daal Moth Classic 160 Gms,90,1,90,100150926,Soghaat,\N,0,cod,7/19/2016,Net,90,2016,7,2016-7,Jul-16,FY17,1466
216077,complete,7/19/2016,UK_Namkino All In One 200 Gms,80,1,80,100150927,Soghaat,\N,0,cod,7/19/2016,Net,80,2016,7,2016-7,Jul-16,FY17,647
216078,order_refunded,7/19/2016,ajmery_SYB-519-44,959,1,959,100150928,Men's Fashion,C-ISB-41578,0,cod,7/19/2016,Valid,959,2016,7,2016-7,Jul-16,FY17,35
216080,canceled,7/19/2016,RS_Gulab jaman Tin,455,1,455,100150929,Soghaat,\N,0,cod,7/19/2016,Gross,455,2016,7,2016-7,Jul-16,FY17,1467
216081,canceled,7/19/2016,UK_Gulab Jamun Tin Pack  1000 Gms,520,1,520,100150930,Soghaat,\N,0,cod,7/19/2016,Gross,520,2016,7,2016-7,Jul-16,FY17,1467
216082,canceled,7/19/2016,QMobile Noir Z10,16500,1,16500,100150931,Mobiles & Tablets,C-KHE-43130,0,cod,7/19/2016,Gross,"16,500",2016,7,2016-7,Jul-16,FY17,916
216083,order_refunded,7/19/2016,Haier L50,15999,1,15999,100150932,Mobiles & Tablets,C-KHE-41916,0,cod,7/19/2016,Valid,"15,999",2016,7,2016-7,Jul-16,FY17,916
216084,canceled,7/19/2016,BK7010400AG,555,1,555,100150933,Soghaat,R-PEW-104414,0,mcblite,7/19/2016,Gross,555,2016,7,2016-7,Jul-16,FY17,230
216085,complete,7/19/2016,greenroot_Rose Water,75,1,875,100150934,Beauty & Grooming,421,0,cod,7/19/2016,Net,75,2016,7,2016-7,Jul-16,FY17,1468
216086,complete,7/19/2016,greenroot_Neem Face Wash,800,1,875,100150934,Beauty & Grooming,421,0,cod,7/19/2016,Net,800,2016,7,2016-7,Jul-16,FY17,1468
216087,order_refunded,7/19/2016,kcc_krone deal,360,1,360,100150935,Beauty & Grooming,\N,0,cod,7/19/2016,Valid,360,2016,7,2016-7,Jul-16,FY17,791
216088,complete,7/19/2016,kcc_funky,160,1,160,100150936,Beauty & Grooming,C-FSD-105382,0,cod,7/19/2016,Net,160,2016,7,2016-7,Jul-16,FY17,58
216089,complete,7/19/2016,kcc_krone deal,360,1,360,100150937,Beauty & Grooming,C-FSD-105382,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,58
216090,complete,7/19/2016,kcc_glamour deal,320,1,320,100150938,Beauty & Grooming,C-FSD-102594,0,cod,7/19/2016,Net,320,2016,7,2016-7,Jul-16,FY17,58
216091,complete,7/19/2016,UK_Chum Chum Tin Pack  500 Gms,260,1,520,100150939,Soghaat,\N,0,cod,7/19/2016,Net,260,2016,7,2016-7,Jul-16,FY17,1469
216092,complete,7/19/2016,UK_Bangali Rasgulla Tin Pack  500 Gms,260,1,520,100150939,Soghaat,\N,0,cod,7/19/2016,Net,260,2016,7,2016-7,Jul-16,FY17,1469
216093,complete,7/19/2016,kcc_cool,180,1,180,100150940,Beauty & Grooming,C-FSD-102594,0,cod,7/19/2016,Net,180,2016,7,2016-7,Jul-16,FY17,58
216094,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150941,Beauty & Grooming,C-LHC-30667,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,1026
216095,refund,7/19/2016,RS_Nimcolia-5pack,395,1,395,100150942,Soghaat,\N,0,cod,7/19/2016,Valid,395,2016,7,2016-7,Jul-16,FY17,1425
216096,order_refunded,7/19/2016,Huawei Y221,4530,1,4530,100150943,Mobiles & Tablets,\N,0,cod,7/19/2016,Valid,"4,530",2016,7,2016-7,Jul-16,FY17,1470
216097,order_refunded,7/19/2016,Samsung J1 - 4GB,11999,1,11999,100150944,Mobiles & Tablets,R-MUX50092,0,cod,7/19/2016,Valid,"11,999",2016,7,2016-7,Jul-16,FY17,1016
216098,canceled,7/19/2016,kcc_krone deal,360,1,360,100150945,Beauty & Grooming,\N,0,cod,7/19/2016,Gross,360,2016,7,2016-7,Jul-16,FY17,1471
216099,complete,7/19/2016,Dany_Powerbank Pb-26,450,1,450,100150946,Mobiles & Tablets,R-Isb-58059,0,cod,7/19/2016,Net,450,2016,7,2016-7,Jul-16,FY17,79
216100,complete,7/19/2016,kcc_krone deal,360,1,360,100150947,Beauty & Grooming,R-Guj-51944,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,806
216101,complete,7/19/2016,vitamin_Milk Thistle Liver Formula,600,1,600,100150948,Health & Sports,\N,0,cod,7/19/2016,Net,600,2016,7,2016-7,Jul-16,FY17,1472
216102,complete,7/19/2016,CC-110003b-Medium,1399,1,1399,100150949,Men's Fashion,\N,0,cod,7/19/2016,Net,"1,399",2016,7,2016-7,Jul-16,FY17,1473
216104,complete,7/19/2016,kkc_Neem Oasis Prickly Heat Powder,80,1,2807,100150950,Home & Living,R-HDD-106533,0,cod,7/19/2016,Net,80,2016,7,2016-7,Jul-16,FY17,1474
216105,complete,7/19/2016,KCC_OASIS LEMON,140,1,2807,100150950,Beauty & Grooming,R-HDD-106533,0,cod,7/19/2016,Net,140,2016,7,2016-7,Jul-16,FY17,1474
216106,complete,7/19/2016,Xenium_BM-2016186,999,1,2807,100150950,Beauty & Grooming,R-HDD-106533,0,cod,7/19/2016,Net,999,2016,7,2016-7,Jul-16,FY17,1474
216107,complete,7/19/2016,Hstyle_HW-2016150,500,1,2807,100150950,Beauty & Grooming,R-HDD-106533,0,cod,7/19/2016,Net,500,2016,7,2016-7,Jul-16,FY17,1474
216108,complete,7/19/2016,2Zee_CS3,250,1,2807,100150950,Beauty & Grooming,R-HDD-106533,0,cod,7/19/2016,Net,250,2016,7,2016-7,Jul-16,FY17,1474
216109,complete,7/19/2016,osaka_O S-6021,339,1,2807,100150950,Appliances,R-HDD-106533,0,cod,7/19/2016,Net,339,2016,7,2016-7,Jul-16,FY17,1474
216110,complete,7/19/2016,Rubian_usb-lamp-fan,499,1,2807,100150950,Appliances,R-HDD-106533,0,cod,7/19/2016,Net,499,2016,7,2016-7,Jul-16,FY17,1474
216111,order_refunded,7/19/2016,Apple iPhone 6S Plus 16GB,96499,1,96499,100150951,Mobiles & Tablets,R-LHW-105666,0,cod,7/19/2016,Valid,"96,499",2016,7,2016-7,Jul-16,FY17,1475
216112,canceled,7/19/2016,Emo-MH-25342 Navy Blue Zipper MockMedium,899,2,1798,100150952,Men's Fashion,\N,0,cod,7/19/2016,Gross,"1,798",2016,7,2016-7,Jul-16,FY17,1476
216114,complete,7/19/2016,BK1200200MS,144,1,144,100150953,Soghaat,C SKZ 41328,0,cod,7/19/2016,Net,144,2016,7,2016-7,Jul-16,FY17,56
216115,complete,7/19/2016,Rubian_usb-fan-010,1999,1,1999,100150954,Appliances,c-52484,0,cod,7/19/2016,Net,"1,999",2016,7,2016-7,Jul-16,FY17,1476
216116,canceled,7/19/2016,Dany_Powerbank Pb-23 ,475,1,475,100150955,Mobiles & Tablets,R-Isb-58059,0,cod,7/19/2016,Gross,475,2016,7,2016-7,Jul-16,FY17,79
216117,order_refunded,7/19/2016,Trans2_LW 999 ,1,1,0,100150956,\N,\N,1,cod,7/19/2016,Valid,1,2016,7,2016-7,Jul-16,FY17,83
216118,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150957,Beauty & Grooming,C-KHIW-30222,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216119,order_refunded,7/19/2016,anex_AG 10,750,1,750,100150958,Appliances,\N,0,cod,7/19/2016,Valid,750,2016,7,2016-7,Jul-16,FY17,1477
216120,complete,7/19/2016,kcc_blaze,99,1,99,100150959,Beauty & Grooming,C-KHIW-30222,0,cod,7/19/2016,Net,99,2016,7,2016-7,Jul-16,FY17,820
216121,order_refunded,7/19/2016,Trans2_LW 999 ,1,1,0,100150960,\N,\N,0,customercredit,7/19/2016,Valid,1,2016,7,2016-7,Jul-16,FY17,83
216124,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150962,Beauty & Grooming,C-KHIW-32154,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216122,order_refunded,7/19/2016,UC_orange-L,650,1,650,100150961,\N,R-Guj-51944,0,cod,7/19/2016,Valid,650,2016,7,2016-7,Jul-16,FY17,806
216126,order_refunded,7/19/2016,Trans2_LW 999 ,1,1,0,100150964,\N,\N,0,productcredit,7/19/2016,Valid,1,2016,7,2016-7,Jul-16,FY17,83
216125,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150963,Beauty & Grooming,C-KHIW-32154,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216128,complete,7/19/2016,kcc_krone deal,360,1,360,100150966,Beauty & Grooming,R-Guj-51944,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,806
216127,complete,7/19/2016,kcc_glamour deal,320,1,320,100150965,Beauty & Grooming,C-Rwp-31924,0,cod,7/19/2016,Net,320,2016,7,2016-7,Jul-16,FY17,220
216129,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150967,Beauty & Grooming,c-mux-20056,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,1478
216130,complete,7/19/2016,kcc_krone deal,360,1,680,100150968,Beauty & Grooming,C-KHIW-31922,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,820
216131,complete,7/19/2016,kcc_glamour deal,320,1,680,100150968,Beauty & Grooming,C-KHIW-31922,0,cod,7/19/2016,Net,320,2016,7,2016-7,Jul-16,FY17,820
216132,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150969,Beauty & Grooming,C-LHC-102999,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,163
216133,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150970,Beauty & Grooming,C-LHC-102999,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,163
216135,complete,7/19/2016,UC_SP-59-S,700,1,700,100150972,Men's Fashion,C-KHIW-31860,0,cod,7/19/2016,Net,700,2016,7,2016-7,Jul-16,FY17,820
216134,complete,7/19/2016,itter_AB 1211,250,1,250,100150971,Beauty & Grooming,C-LHC-40161,0,cod,7/19/2016,Net,250,2016,7,2016-7,Jul-16,FY17,163
216137,complete,7/19/2016,itter_AB 1211,250,1,250,100150973,Beauty & Grooming,C-LHC-40161,0,cod,7/19/2016,Net,250,2016,7,2016-7,Jul-16,FY17,163
216138,complete,7/19/2016,itter_AB 1211,250,1,250,100150974,Beauty & Grooming,C-LHC-40161,0,cod,7/19/2016,Net,250,2016,7,2016-7,Jul-16,FY17,163
216139,complete,7/19/2016,kcc_elite,160,1,160,100150975,Beauty & Grooming,C-LHC-40161,0,cod,7/19/2016,Net,160,2016,7,2016-7,Jul-16,FY17,163
216140,order_refunded,7/19/2016,ajmery_SYB-519-44,959,1,959,100150976,Men's Fashion,C-ISB-41578,0,cod,7/19/2016,Valid,959,2016,7,2016-7,Jul-16,FY17,35
216142,canceled,7/19/2016,QmobileNoir i1,6390,1,6390,100150977,Mobiles & Tablets,\N,0,cod,7/19/2016,Gross,"6,390",2016,7,2016-7,Jul-16,FY17,1479
216143,complete,7/19/2016,RS_Nan Khatai,210,1,210,100150978,Soghaat,C-ISB-41578,0,cod,7/19/2016,Net,210,2016,7,2016-7,Jul-16,FY17,35
216144,refund,7/19/2016,RS_Nan Khatai,210,1,210,100150979,Soghaat,C-ISB-41578,0,cod,7/19/2016,Valid,210,2016,7,2016-7,Jul-16,FY17,35
216145,canceled,7/19/2016,Trans2_LW 999 ,100,6,51,100150980,\N,\N,0,cod,7/19/2016,Gross,600,2016,7,2016-7,Jul-16,FY17,83
216146,refund,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150981,Beauty & Grooming,C-ISB-42133,0,cod,7/19/2016,Valid,240,2016,7,2016-7,Jul-16,FY17,35
216147,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100150982,Beauty & Grooming,C-ISB-42133,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,35
216148,canceled,7/19/2016,Trans2_LW 999 ,100,1,90,100150983,\N,\N,10,cod,7/19/2016,Gross,100,2016,7,2016-7,Jul-16,FY17,83
216149,complete,7/19/2016,kcc_krone deal,360,1,360,100150984,Beauty & Grooming,C-KHC-44240,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,114
216150,canceled,7/19/2016,Trans2_LW 999 ,100,5,1,100150985,\N,\N,0,cod,7/19/2016,Gross,500,2016,7,2016-7,Jul-16,FY17,83
216151,complete,7/19/2016,kcc_krone deal,360,1,360,100150986,Beauty & Grooming,C-ISB-41886,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,35
216152,refund,7/19/2016,kcc_effect,99,1,99,100150987,Beauty & Grooming,C-KHC-44240,0,cod,7/19/2016,Valid,99,2016,7,2016-7,Jul-16,FY17,114
216153,complete,7/19/2016,kcc_cool,180,1,180,100150988,Beauty & Grooming,C-ISB-41886,0,cod,7/19/2016,Net,180,2016,7,2016-7,Jul-16,FY17,35
216154,complete,7/19/2016,kcc_glamour deal,320,1,320,100150989,Beauty & Grooming,C-ISB-41886,0,cod,7/19/2016,Net,320,2016,7,2016-7,Jul-16,FY17,35
216155,complete,7/19/2016,kcc_cool,180,1,180,100150990,Beauty & Grooming,R-PEW-50644,0,cod,7/19/2016,Net,180,2016,7,2016-7,Jul-16,FY17,86
216156,complete,7/19/2016,kcc_effect,99,1,297,100150991,Beauty & Grooming,C-KHC-100070,0,cod,7/19/2016,Net,99,2016,7,2016-7,Jul-16,FY17,114
216157,complete,7/19/2016,kcc_charisma,99,1,297,100150991,Beauty & Grooming,C-KHC-100070,0,cod,7/19/2016,Net,99,2016,7,2016-7,Jul-16,FY17,114
216158,complete,7/19/2016,kcc_desire,99,1,297,100150991,Beauty & Grooming,C-KHC-100070,0,cod,7/19/2016,Net,99,2016,7,2016-7,Jul-16,FY17,114
216159,order_refunded,7/19/2016,greenroot_Men Taur Ultra ,6000,1,6000,100150992,Health & Sports,\N,0,cod,7/19/2016,Valid,"6,000",2016,7,2016-7,Jul-16,FY17,1480
216160,complete,7/19/2016,kcc_krone deal,360,1,680,100150993,Beauty & Grooming,C-KHC-42624,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,114
216161,complete,7/19/2016,kcc_glamour deal,320,1,680,100150993,Beauty & Grooming,C-KHC-42624,0,cod,7/19/2016,Net,320,2016,7,2016-7,Jul-16,FY17,114
216162,complete,7/19/2016,Rajesh_RAJ012,1000,1,1000,100150994,Home & Living,\N,0,cod,7/19/2016,Net,"1,000",2016,7,2016-7,Jul-16,FY17,1480
216163,complete,7/19/2016,kcc_cool,180,1,180,100150995,Beauty & Grooming,C-ISB-44443,0,cod,7/19/2016,Net,180,2016,7,2016-7,Jul-16,FY17,35
216164,complete,7/19/2016,kcc_krone deal,360,1,1100,100150996,Beauty & Grooming,C-KHC-34670,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,114
216165,complete,7/19/2016,UK_Gift Box Pistachio Delight 500 Gms,370,2,1100,100150996,Soghaat,C-KHC-34670,0,cod,7/19/2016,Net,740,2016,7,2016-7,Jul-16,FY17,114
216166,complete,7/19/2016,kcc_krone deal,360,1,360,100150997,Beauty & Grooming,C-ISB-44443,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,35
216167,complete,7/19/2016,kcc_krone deal,360,1,360,100150998,Beauty & Grooming,C-KHC-43402,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,114
216168,complete,7/19/2016,KCC_OASIS RASPBERRY,140,1,140,100150999,Beauty & Grooming,C-ISB-103167,0,cod,7/19/2016,Net,140,2016,7,2016-7,Jul-16,FY17,35
216169,complete,7/19/2016,KCC_KCC_OASIS APPLE,140,1,140,100151000,Beauty & Grooming,C-ISB-103167,0,cod,7/19/2016,Net,140,2016,7,2016-7,Jul-16,FY17,35
216170,order_refunded,7/19/2016,QMobile Bolt T50,3750,1,3750,100151001,Mobiles & Tablets,R-KHS-104405,0,cod,7/19/2016,Valid,"3,750",2016,7,2016-7,Jul-16,FY17,1481
216171,complete,7/19/2016,Audionic_B-880,1375,1,875,100151002,Computing,\N,500,cod,7/19/2016,Net,"1,375",2016,7,2016-7,Jul-16,FY17,1482
216172,order_refunded,7/19/2016,bata_leena-5179228-40-7,1099,1,599,100151003,Women's Fashion,R-PEW-50644,500,cod,7/19/2016,Valid,"1,099",2016,7,2016-7,Jul-16,FY17,86
216174,complete,7/19/2016,ajmery_1-AJ,1099,1,1099,100151004,Men's Fashion,C-KHC-102758,0,cod,7/19/2016,Net,"1,099",2016,7,2016-7,Jul-16,FY17,114
216175,order_refunded,7/19/2016,AC_166 -pink with brown,1099,1,599,100151005,Women's Fashion,R-PEW-50644,500,cod,7/19/2016,Valid,"1,099",2016,7,2016-7,Jul-16,FY17,86
216176,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151006,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216177,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151007,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216178,refund,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151008,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Valid,240,2016,7,2016-7,Jul-16,FY17,820
216179,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151009,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216180,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151010,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216181,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151011,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216182,refund,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151012,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Valid,240,2016,7,2016-7,Jul-16,FY17,820
216184,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151014,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216183,complete,7/19/2016,kcc_krone deal,360,1,360,100151013,Beauty & Grooming,C-KHC-101486,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,114
216185,complete,7/19/2016,kcc_krone deal,360,1,360,100151015,Beauty & Grooming,R-Guj-51944,0,cod,7/19/2016,Net,360,2016,7,2016-7,Jul-16,FY17,806
216186,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151016,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216187,complete,7/19/2016,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240,1,240,100151017,Beauty & Grooming,C-KHIW-33503,0,cod,7/19/2016,Net,240,2016,7,2016-7,Jul-16,FY17,820
216190,complete,7/19/2016,Turbo_100157,379,1,379,100151019,Home & Living,C-RWP-1232,0,cod,7/19/2016,Net,379,2016,7,2016-7,Jul-16,FY17,33
